day,p09,p16,overnight,intraday,gap_days
2025-08-29,4407.38,4340.78,-0.007002428770339297,-0.015111018337425008,1.0
2025-08-30,4367.82,4354.63,0.006229295195794293,-0.0030198130875355167,1.0
2025-08-31,4489.58,4456.01,0.030990003743142314,-0.007477314136288826,1.0
2025-09-01,4403.2,4368.06,-0.011851409669188406,-0.007980559593023129,1.0
2025-09-02,4277.07,4274.41,-0.020830757819260914,-0.0006219210814879528,1.0
2025-09-03,4353.96,4475.32,0.018610755636450538,0.027873476099918193,1.0
2025-09-04,4416.62,4275.92,-0.013116380504634262,-0.03185694037521902,1.0
2025-09-05,4471.12,4331.54,0.04565099440588227,-0.03121812879099639,1.0
2025-09-06,4299.63,4255.48,-0.007366894914972444,-0.01026832541404743,1.0
2025-09-07,4300.91,4293.48,0.010675646460563959,-0.0017275413807775752,1.0
2025-09-08,4320.46,4293.0,0.006283946821692643,-0.006355804705980406,1.0
2025-09-09,4345.19,4295.0,0.012156999767062526,-0.011550703191344769,1.0
2025-09-10,4370.99,4322.72,0.01769266589057028,-0.011043264798134889,1.0
2025-09-11,4426.06,4423.73,0.023906244216604478,-0.0005264275676336583,1.0
